message_id,thread_id,text,proposed_intent,llm_intent,llm_confidence,true_intent,escalate_yn,escalate_reason,labelled_by,human_verified
GS_0210,2025534,@AmazonHelp Ich habe ein 7” Kindle Fire bestellt. Ich habe statt 2 Französische Bucher bekommen. Kundendienst sagte es dauert 3 Wochen für das Kindle.,TOPUP_RARE_CLASS,RETURN_REFUND,0.95,DEVICE_TECH_SUPPORT,False,,human_direct_v1_fix1,True
GS_0211,450693,"@AmazonHelp The issue is always when it's the Amazon delivery service (AMZL US). A helpful note would be for them to know that this is a commercial address so they can deliver during normal business hours. It arrived at the facility at 2am today, but still isn't out for delivery",TOPUP_RARE_CLASS,ORDER_STATUS,0.95,GENERAL_COMPLAINT,False,,human_direct_v1_fix1,True
GS_0212,510408,.@AmazonHelp i tried to buy three 4K movies for 50 dollars and the cart never updates to show the reduced price. Help!,TOPUP_RARE_CLASS,ORDER_STATUS,0.85,GENERAL_COMPLAINT,False,,human_direct_v1_fix1,True
GS_0213,2706505,"Hey @115821, why does my Echo tap lose bluetooth about every 3 minutes?",TOPUP_RARE_CLASS,DEVICE_TECH_SUPPORT,1.0,DEVICE_TECH_SUPPORT,False,,human_direct_v1_fix1,True
GS_0214,2703151,"@AmazonHelp On my phone, with the Amazon app installed, but not for much longer if these keep popping up.",TOPUP_RARE_CLASS,GENERAL_COMPLAINT,0.95,DEVICE_TECH_SUPPORT,False,,human_direct_v1_fix1,True
GS_0215,2644979,@115850 Seriously disappointed in Prime service for prime eligible orders. Trust is going down on you amazon.😐,TOPUP_RARE_CLASS,GENERAL_COMPLAINT,0.95,PRIME_SUBSCRIPTION,False,,human_direct_v1_fix1,True
GS_0216,2903574,"@115830 You seriously need to rethink using Hermes to send big expensive items - they left my 43"" TV OUTSIDE in a cupboard which ended up with it getting smashed. #NotAHappyCustomer https://t.co/RxluLe84Vs",TOPUP_RARE_CLASS,DELIVERY_DAMAGE,1.0,DELIVERY_DAMAGE,False,Customer reporting a damaged high-value item due to poor delivery handling.,human_direct_v1_fix1,True
GS_0217,83424,"@115823 @38806 @106286 @106287 @106288 @106289 @134327 Please dont trapped in this Amazon pay service. It has very poor customer support my money stuck up in the same counter since last 1 month, query not resolved by the customer team. #beware from #Amazonpay #amazon india",TOPUP_RARE_CLASS,GENERAL_COMPLAINT,0.95,GENERAL_COMPLAINT,False,"Customer reports money stuck for one month, indicating a potential financial dispute requiring human intervention.",human_direct_v1_fix1,True
GS_0218,83451,E a @117086 nada de me enviar logo meu case do kindle :(,TOPUP_RARE_CLASS,ORDER_STATUS,0.95,ORDER_STATUS,False,,human_direct_v1_fix1,True
GS_0219,778919,@115850 who is winner if iphone 8 app quiz,TOPUP_RARE_CLASS,GENERAL_COMPLAINT,0.85,GENERAL_COMPLAINT,False,,human_direct_v1,True
GS_0220,1387061,@AmazonHelp I placed an order on Saturday that should be delivered today but the status is showing as preparing to dispatch. How accurate are your tracking details?,TOPUP_RARE_CLASS,ORDER_STATUS,1.0,ORDER_STATUS,False,,human_direct_v1,True
GS_0221,126753,@AmazonHelp ur #WatchNextList on @116618 is broken BIG TIME today in FACT ur app on @117013 #BluRayPlayer is SO FOULED UP I’m done trying to watch something w/u until u FIX it&amp;it’s helloooo @116602 bc I’d actually LIKE to watch something besides AMAZON resetting to HOME MENU,TOPUP_RARE_CLASS,DEVICE_TECH_SUPPORT,0.95,DEVICE_TECH_SUPPORT,False,,human_direct_v1,True
GS_0222,2336971,"@AmazonHelp help please! Newest Fire stick update = the picture doesn't fit on the screen anymore, calibrating doesn't work #firestick",TOPUP_RARE_CLASS,DEVICE_TECH_SUPPORT,1.0,DEVICE_TECH_SUPPORT,False,,human_direct_v1,True
GS_0223,11084,"@AmazonHelp So much of the programming has changed on Prime. Blues Clues was free, now it's not. Still constantly having problems with my Fire Stick.",TOPUP_RARE_CLASS,DEVICE_TECH_SUPPORT,0.85,DEVICE_TECH_SUPPORT,False,,human_direct_v1,True
GS_0224,2949508,"@AmazonHelp All the Amazon sponsored ones for the Holidays 2017. Ones by other giveaways are fine apparently on the phone. I tried uninstalling/reinstalling - so far nothing yet. Still not showing any progress on the ""tasks""",TOPUP_RARE_CLASS,DEVICE_TECH_SUPPORT,0.95,DEVICE_TECH_SUPPORT,False,,human_direct_v1,True
GS_0225,1311835,"I see everyone playing the new Super Mario Odyssey game, meanwhile, I'm still waiting for a single update on my Amazon order for the game. 👀",TOPUP_RARE_CLASS,ORDER_STATUS,1.0,ORDER_STATUS,False,,human_direct_v1,True
GS_0226,2345595,@AmazonHelp On any #Motorola Phone it's is not applicable.,TOPUP_RARE_CLASS,DEVICE_TECH_SUPPORT,0.85,GENERAL_COMPLAINT,False,,human_direct_v1,True
GS_0227,1108727,@115825 Warum gibt es bei euch so wenige uhd filme zu streamen? Nehmt euch mal ein beispiel an apple,TOPUP_RARE_CLASS,GENERAL_COMPLAINT,0.95,GENERAL_COMPLAINT,False,,human_direct_v1,True
GS_0228,2856566,Thanks @115830 for the mat in my box of packaging. Was this seriously the most appropriate way to deliver this? Although I do get to spend the rest of the week thinking of 1001 uses for packaging paper - and I could probably do most of them with this much #reducepackagingwaste https://t.co/vivEIdyOEA,TOPUP_RARE_CLASS,GENERAL_COMPLAINT,0.95,DELIVERY_DAMAGE,False,,human_direct_v1,True
GS_0229,932223,Has anyone used their Amazon fire stick abroad? #amazon @116618,TOPUP_RARE_CLASS,DEVICE_TECH_SUPPORT,0.95,DEVICE_TECH_SUPPORT,False,,human_direct_v1,True
GS_0230,279502,"Hello @116935, bought a CD from you the other day (yeah, optical media, I know...) - should it not automatically appear in my app too?",TOPUP_RARE_CLASS,ORDER_STATUS,0.95,DEVICE_TECH_SUPPORT,False,,human_direct_v1,True
GS_0231,2289359,@121284 Why does Alexa not detect regional language songs? Not able to make full use of it.,TOPUP_RARE_CLASS,DEVICE_TECH_SUPPORT,1.0,DEVICE_TECH_SUPPORT,False,,human_direct_v1,True
GS_0232,910262,@AmazonHelp why am I paying for an early delivery on wwe2k18 and not getting it on the day promised or an explanation to why? Very unhappy,TOPUP_RARE_CLASS,ORDER_STATUS,0.95,ORDER_STATUS,False,,human_direct_v1,True
GS_0233,1034753,"Die @116316 App zeigt mir neuerdings immer ""Bestellung zugestellt"" an, wenn diese erst versendet wird. Etwas verwirrend",TOPUP_RARE_CLASS,ORDER_STATUS,0.95,DEVICE_TECH_SUPPORT,False,,human_direct_v1,True
GS_0234,573555,・・・午前中指定のAmazon Echoさんがまだ届かない件。・・・どうなってるんじゃろうか。,TOPUP_RARE_CLASS,ORDER_STATUS,0.95,ORDER_STATUS,False,,human_direct_v1,True
GS_0235,2540386,@115850 does #amazonprime mean #slower than the #regular #delivery by any chance !!! #patheticservice #watdhell !!! https://t.co/HX7wB4RQZv,TOPUP_RARE_CLASS,GENERAL_COMPLAINT,0.95,PRIME_SUBSCRIPTION,False,,human_direct_v1,True
GS_0236,857799,Why am I paying prime when you service is unreliable. 2nd day free shipping? Lies!!! #amazonprime @115821,TOPUP_RARE_CLASS,PRIME_SUBSCRIPTION,0.95,PRIME_SUBSCRIPTION,False,,human_direct_v1,True
GS_0237,469438,@132988 colis @120533 prime avec 2 jours de retard et pas de livraison annoncée 😡 Contact dm please.,TOPUP_RARE_CLASS,ORDER_STATUS,0.95,PRIME_SUBSCRIPTION,False,,human_direct_v1,True
GS_0238,2388973,"Yo @AmazonHelp , könnt ihr mir sagen wo meine #Prime Bestellung bleibt? Sollte am 11.11 kommen ist aber immer noch nicht da !",TOPUP_RARE_CLASS,ORDER_STATUS,1.0,PRIME_SUBSCRIPTION,False,,human_direct_v1,True
GS_0239,1693651,Embalaje y transporte prime by @115821 https://t.co/d5zvycrYCk,TOPUP_RARE_CLASS,GENERAL_COMPLAINT,0.85,PRIME_SUBSCRIPTION,False,,human_direct_v1,True
GS_0240,2473350,@AmazonHelp Je vais en faire très bon usage dès son arrivée samedi 😍 (merci le Prime 😝),TOPUP_RARE_CLASS,ORDER_STATUS,0.9,PRIME_SUBSCRIPTION,False,,human_direct_v1,True
GS_0241,1390007,@AmazonHelp Poor poor poor poor service..Even no use of prime account..u guys fucking playing wid me,TOPUP_RARE_CLASS,GENERAL_COMPLAINT,0.95,PRIME_SUBSCRIPTION,False,Use of profanity and aggressive tone,human_direct_v1,True
GS_0242,2798329,今更だけどamazon prime 会員になった うち宅配ボックスがあるから、amazonすごい便利なのよね,TOPUP_RARE_CLASS,GENERAL_COMPLAINT,0.8,PRIME_SUBSCRIPTION,False,,human_direct_v1,True
GS_0243,1322616,@AmazonHelp Me can how many purchase for get free prime membership,TOPUP_RARE_CLASS,PRIME_SUBSCRIPTION,0.95,PRIME_SUBSCRIPTION,False,,human_direct_v1,True
GS_0244,180879,@AmazonHelp @115821 @115850 2 days delayed now. 2nd time in 2 weeks. Presenting to you #prime delivery. Beats me.,TOPUP_RARE_CLASS,ORDER_STATUS,0.95,PRIME_SUBSCRIPTION,False,,human_direct_v1,True
GS_0245,2300036,PrimeNow search broken? Haven’t been able to use it for past hour. Seems to be timing out after several seconds. @AmazonHelp,TOPUP_RARE_CLASS,DEVICE_TECH_SUPPORT,0.85,DEVICE_TECH_SUPPORT,False,,human_direct_v1,True
GS_0246,317899,@AmazonHelp I brought something on amazon on the 6th September and I have been charged twice since and been sent the same product twice,TOPUP_RARE_CLASS,RETURN_REFUND,0.95,ACCOUNT_ACCESS,True,[human_review_v1:rule:fraud] ,human_direct_v1,True
GS_0247,695080,"@116875 ¿Qué pasa cuando, siendo cliente prime, mi pedido no llega la fecha garantizada por culpa de la mensajería? ¿Quién se hace responsable? ¿Dónde queda mi garantía?",TOPUP_RARE_CLASS,ORDER_STATUS,0.95,PRIME_SUBSCRIPTION,False,,human_direct_v1,True
GS_0248,671740,@AmazonHelp I have already contacted them they were not even able to find my order. Dumb CS Executives. I was supposed to receive a cashback of Rs. 2500 being a prime member and paying via Pay Balance. Order Id - 403-2439472-2349934. Ridiculous Amazon. @115851,TOPUP_RARE_CLASS,ORDER_STATUS,0.9,ORDER_STATUS,True,[human_review_v1:rule:public_pii] Contains PII (Order ID) and expresses extreme frustration with customer service.,human_direct_v1,True
GS_0249,832126,@AmazonHelp So If I have amazon prime membership I can watch netflix with same membership?,TOPUP_RARE_CLASS,PRIME_SUBSCRIPTION,0.95,PRIME_SUBSCRIPTION,False,,human_direct_v1,True
GS_0250,1723324,@115830 for a company your size I must admit they way you treat prime customers is absolutely awful,TOPUP_RARE_CLASS,GENERAL_COMPLAINT,0.95,PRIME_SUBSCRIPTION,False,,human_direct_v1,True
