message_id,text,true_intent,pred_intent,intent_confidence,draft_reply,reply_char_count,reference_reply,retrieval_top1_sim,escalation_decision,escalation_reason
GS_0114,@115821 Why do some Prime and In Stock items not get delivered in 2 days? Trying now - taking 4 days. P.S. Also check on your Customer Servc,ORDER_STATUS,ORDER_STATUS,0.85,"I’m sorry to hear about the frustration with your recent delivery times. Prime delivery estimates account for both processing and transit, but we want to look into this for you. Please send us a DM with your order details so we can investigate this further. ^AM",261,@409602 Some items take a bit longer to process. Let us know if you don't get it by the date given in your confirmation e-mail. ^TK,0.8414,auto,[ORDER_STATUS] rules passed
GS_0115,"@AmazonHelp Wait, what? So you take my £79 a year membership fee in return for free delivery and then start charging. 😱 Poor show Amazon! How do I get my Prime membership fee refunded? I only used Prime for Prime Now.",PRIME_SUBSCRIPTION,PRIME_SUBSCRIPTION,1.0,I am very sorry to hear about your frustration regarding this charge. We would like to look into your account to review your membership status and discuss refund options with you. Please send us a DM so we can assist you further. ^AM,233,@140419 We're sorry about that. If you could reach out to us via phone or chat here: https://t.co/JzP7hlA23B we can assist you going forward. ^TE,0.7668,auto,[PRIME_SUBSCRIPTION] rules passed
GS_0116,@AmazonHelp my order was supposed to be here with Amazon Prime by 9 p.m. on Nov 11th. Tracking had it on track and claimed it would be delivered on time. At what point do I get concerned that I still do not have my package?,ORDER_STATUS,ORDER_STATUS,1.0,I am very sorry to hear your package hasn't arrived as expected. I understand how frustrating it is to wait for an order past its delivery date. Please send us a DM with your order number so we can look into the status of your shipment and assist you further. ^AM,263,"@223128 While we aim to deliver your items on the delivery date given at checkout, unfortunately delays do occur. Please let us know if you don't receive your order within the updated delivery window.  ^FJ",0.8066,auto,[ORDER_STATUS] rules passed
GS_0117,@AmazonHelp you say next day delivery now I find it’s Monday !!amazon prime ??,ORDER_STATUS,ORDER_STATUS,0.95,I’m sorry for the frustration regarding your delivery date. I understand how disappointing it is when an order doesn't arrive as expected. Please send us a DM with your order number so we can look into the status of your package and assist you further. ^AL,256,"@146928 Hi Stuart, have you checked if you have selected ""I am able to accept packages on Saturdays and Sundays"" If this is not selected, this is the reason why your order will be arriving Monday. Please check here via this link: https://t.co/6rQwDaxP8Y. ^JC",0.822,auto,[ORDER_STATUS] rules passed
GS_0118,"@AmazonHelp my prime order was supposed to arrive yesterday, still not here.",ORDER_STATUS,ORDER_STATUS,1.0,I am very sorry to hear your order hasn't arrived as expected. I know how frustrating it is to wait for a delivery. Please send us a DM with your order number so we can look into the status of your package and assist you further. ^AM,233,@217149 Have you spoke with our phone/chat support so they can take a closer look?. ^MJ,0.8034,auto,[ORDER_STATUS] rules passed
GS_0119,I signed up for a free trial of Amazon prime and my bank account has been pure chaos ever since.,PRIME_SUBSCRIPTION,PRIME_SUBSCRIPTION,0.95,I am very sorry to hear about the frustration this charge has caused with your bank account. We would like to look into this for you right away. Please send us a DM so we can review your account details and assist you further. ^AM,230,@561517 Please get in touch with us here:  https://t.co/JzP7hlA23B ^CD,0.7579,auto,[PRIME_SUBSCRIPTION] rules passed
GS_0120,@AmazonHelp Please elaborate. If the charges are of prime subscription on https://t.co/PDFhxlk2Fc then why was i charged 499 in the first place??,PRIME_SUBSCRIPTION,PRIME_SUBSCRIPTION,1.0,I am sorry to hear about this unexpected charge; I understand how frustrating that is. We would like to look into this for you to see exactly what this fee is for. Please send us a DM with your account email address so we can investigate this further. ^AM,255,"@415997 Hmm... that's odd. What's does your statement show the charge ""description"" as? ^MJ",0.7653,auto,[PRIME_SUBSCRIPTION] rules passed
GS_0121,@119625 fire stick network issues frequent even with good connectivity and net speed. Please fix it,DEVICE_TECH_SUPPORT,DEVICE_TECH_SUPPORT,1.0,I'm sorry to hear you're experiencing frequent connection issues with your Fire Stick. I know how frustrating that is when your network speed is otherwise fine. Please send us a DM so we can look into this and assist you with further troubleshooting steps. ^AM,260,"@481860 Sorry to hear that, Krishna. Please reach out to our support team here: https://t.co/vlvfJrlYEH for assistance on this. ^NK",0.7876,auto,[DEVICE_TECH_SUPPORT] rules passed
GS_0122,@115830 Hello I ordered 2 Kiki Archer books to be sent to my kindle paid for them but they've not appeared on my list yet.Can u please tell me what the hold up is and when I will receive them and thank u Jose.M.Taylor,ORDER_STATUS,DEVICE_TECH_SUPPORT,0.95,"Hello Jose, I am sorry to hear your books haven't appeared in your library yet. I would like to look into this for you to see what is causing the delay. Please send us a DM with your account email address so we can investigate this further. ^ST",244,"@333031 I'm sorry for the trouble w/ your Kindle book! If self-published, please reach us here: https://t.co/wOCU8G6bqI, for options. ^JM",0.7149,auto,[DEVICE_TECH_SUPPORT] rules passed
GS_0123,@115850 Reported to the team. Still no update. Kindly address,ORDER_STATUS,GENERAL_COMPLAINT,0.85,I am very sorry for the delay and the frustration this has caused you. We want to get this resolved as quickly as possible. Please send us a DM with your order details so we can look into the status of your report and assist you further. ^AK,241,@399501 We have sent you an email here: https://t.co/DTSNmGldJf. Please check and reply for further assistance. ^RI,0.8235,escalate,[rule:repeat_contact] Prior support contact failed or is explicitly referenced — hand off to human.
GS_0124,Vi leggo che avete appuntamenti a destra e manca e io non riesco ad incrociare nemmeno il corriere di Amazon.,ORDER_STATUS,GENERAL_COMPLAINT,0.85,"Mi dispiace molto per la frustrazione causata da queste mancate consegne. Vorremmo approfondire quanto accaduto per capire come aiutarti a risolvere il problema. Per favore, inviaci un DM con il numero dell'ordine interessato così da poter fare una verifica. ^AS",262,@482500 Vorremmo saperne di più! Stai riscontrando dei problemi con le consegne dei tuoi ordini? ^VE,0.7399,auto,[GENERAL_COMPLAINT] rules passed
GS_0125,"@115821 @AmazonHelp according to my calculations, 1 out of 3 packages with Amazon Logistic as carrier, are delayed/late by 2-3 days. That's a high number &amp; as a prime member, I'm not happy. Never had this issue with USPS or UPS as carrier.",GENERAL_COMPLAINT,GENERAL_COMPLAINT,0.9,I am very sorry to hear about your frustration with these delivery delays; this is certainly not the experience we want for our Prime members. Please send us a DM with your order details so we can investigate these specific shipments and assist you further. ^AM,261,@759158 We want to be sure you are receiving your parcels when they are expected. Please reach out to us directly here so that we can take a look into this for you: https://t.co/JzP7hlA23B  We'd like to help! ^ZW,0.7857,auto,[GENERAL_COMPLAINT] rules passed
GS_0126,@18977 🎉Tellement en joie ! Merci mon Flo! Merci @120533 ! #LaFêteEstFinie #UnJourDavance#Happy #Simple https://t.co/BVD51Xn5Cm,GENERAL_COMPLAINT,GENERAL_COMPLAINT,0.9,C'est un plaisir de lire votre enthousiasme ! Nous sommes ravis que votre commande soit arrivée en avance et qu'elle vous plaise autant. Profitez-en bien et n'hésitez pas à revenir vers nous si vous avez besoin d'aide à l'avenir. Excellente journée à vous ! ^AR,261,"@309925 Bonjour, ravie que vous ayez reçu votre colis à temps et j'espère qu'il vous conviendra, passez une bonne journée😍.^FT",0.754,auto,[GENERAL_COMPLAINT] rules passed
GS_0127,"@AmazonHelp No, the delivery date hasn’t been updated yet. Will check again tomorrow morning.",ORDER_STATUS,ORDER_STATUS,1.0,"I’m sorry for the uncertainty regarding your delivery date. I understand how frustrating it is to wait for an update. Please keep an eye on the tracking, and if you don't see a change by tomorrow, send us a DM so we can look into this further for you. ^AM",255,@763619 Has there been any further update to the tracking on your order at all? ^PJ,0.8297,auto,[ORDER_STATUS] rules passed
GS_0128,"@115830 What’s happening to your delivery service,my last two orders have been left on the doorstep in plain sight and today I received one of your new style missed delivery notifications! https://t.co/D3TCpTj1XX",DELIVERY_DAMAGE,DELIVERY_DAMAGE,0.85,I am very sorry to hear about the issues with your recent deliveries and the frustration this has caused. We would like to look into this for you right away. Please send us a DM with your order details so we can investigate this with our delivery team. ^AM,256,"@667760 I'm terribly sorry for the inconvenience, Rajiv! Please get in touch with us via phone or chat so we can get this sorted: https://t.co/JzP7hlA23B ^CS",0.7798,auto,[DELIVERY_DAMAGE] rules passed
GS_0129,"@115850 hey team 
I want to remove my bank. Account details from my Amazon app account 
Please tell me where do I find that delete option",ACCOUNT_ACCESS,ACCOUNT_ACCESS,0.95,"I understand you'd like to remove your bank details from your account. You can manage your payment methods by going to ""Your Account"" and selecting ""Your Payments."" If you need further assistance with this, please send us a DM so we can look into this for you. ^AS",264,@366071 Please refer to the instructions mentioned here: https://t.co/ws1DZWe3G5. ^HA,0.8,auto,[ACCOUNT_ACCESS] rules passed
GS_0130,"Bad customer service from @115850 
Filed a claim, been 5 days with no update, and contacting them on it, I was assured a resolution within 24hrs, but instead, the claim was closed. Now their executives are not even able to trace a contact being done yesterday. Bad to worse this",GENERAL_COMPLAINT,GENERAL_COMPLAINT,0.9,I am very sorry to hear about the frustration you've experienced with your claim and the lack of follow-up. This is certainly not the experience we want for you. Please send us a DM with your account details so we can investigate this immediately and assist you further. ^AM,274,@399501 We have sent you an email here: https://t.co/DTSNmGldJf. Please check and reply for further assistance. ^RI,0.8205,escalate,[rule:repeat_contact] Prior support contact failed or is explicitly referenced — hand off to human.
GS_0131,"@AmazonHelp Hi! We have a fire stick purchased in Canada, but are moving to the UK. Can we use it in the UK? Will we need a power converter?",DEVICE_TECH_SUPPORT,DEVICE_TECH_SUPPORT,0.95,"Moving can be stressful, and we want to make sure your Fire TV Stick is ready for your new home. While the device will work, you will need a plug adapter for UK outlets. Please send us a DM so we can provide more details on regional settings and account compatibility. ^AB",272,@675721 Great question! We want you to be able to enjoy your Alexa anywhere you go. You do have an option to purchase an adapter. I was able to find one that I think will work for you here: https://t.co/iIi65sC5by. Hope this helps! ^AL,0.7379,auto,[DEVICE_TECH_SUPPORT] rules passed
GS_0132,"@AmazonHelp Why will my Amazon Echo not say ""Alex is a nerd"" but will say ""Alex is a bitch""?",DEVICE_TECH_SUPPORT,DEVICE_TECH_SUPPORT,1.0,I’m sorry for the frustration caused by your Echo’s response. We want to look into this behavior to understand why it’s occurring. Please send us a DM so we can gather more details and investigate this further with our technical team. ^AB,238,"@316699 Hey kb, we'd like to look in to what you've reported here. Please provide us with your info here: https://t.co/w2Ihxr47py ^PF",0.7142,auto,[DEVICE_TECH_SUPPORT] rules passed
GS_0133,"@AmazonHelp Where is the result of LGQ6Appquiz ????😠",GENERAL_COMPLAINT,GENERAL_COMPLAINT,0.9,"We understand your frustration regarding the delay in the quiz results. We are working to get these updated as soon as possible. Please keep an eye on the FunZone section of our app for the latest announcements. If you need further assistance, please send us a DM. ^AM",268,@230105 We're sorry that the results of the contest are not announced yet. Our team is right on it and will surely update you the details shortly. ^PR,0.7836,auto,[GENERAL_COMPLAINT] rules passed
GS_0134,"How to ruin my day 101: 

Thanks a lot @AmazonHelp. This is the 2nd time in 3 weeks that this has happened. https://t.co/sdrLrpBKss",GENERAL_COMPLAINT,GENERAL_COMPLAINT,0.85,I am very sorry to hear that you’ve had this experience again; I completely understand your frustration. We would like to look into this for you right away. Please send us a DM with your order details so we can investigate what is happening. ^AB,245,@481565 What did they advise when you contacted? ^PK,0.7818,escalate,[rule:repeat_contact] Prior support contact failed or is explicitly referenced — hand off to human.
GS_0135,@292655 @120533 J'ai appeler 3 fois j'ai jamais eu personne ils m'ont raccrocher au nez,GENERAL_COMPLAINT,GENERAL_COMPLAINT,0.95,"Bonjour, je suis sincèrement désolé d'apprendre que vous avez rencontré ces difficultés avec notre service client. Ce n'est pas l'expérience que nous souhaitons vous offrir. Pour que nous puissions examiner cela ensemble, merci de nous envoyer un DM. ^AM",254,@381540 Je suis sincèrement désolée d'apprendre cela. Pourriez-vous nous expliquer davantage la situation s'il vous plaît? ^FA,0.7707,escalate,[rule:repeat_contact] Prior support contact failed or is explicitly referenced — hand off to human.
GS_0136,@AmazonHelp When I will receive any update from your team. Any tentative day or date.,ORDER_STATUS,ORDER_STATUS,1.0,I’m sorry for the frustration caused by this delay. I understand you’re looking for a clear update on your order status. Please send us a DM with your order number so we can look into this and provide you with the most accurate information available. ^AM,254,"@285229 Please be assured, we'll get back to you at the earliest. ^HN",0.8147,auto,[ORDER_STATUS] rules passed
GS_0137,"¿Sabéis en @116928 si tenéis previsto añadir soporte a #chromecast en la app de @116618, como que ya habéis hecho con la de @116935? Nos facilitaría mucho ver contenido. Y vosotros tendríais muchas más visualizaciones.",GENERAL_COMPLAINT,GENERAL_COMPLAINT,0.85,"¡Hola! Entendemos perfectamente que contar con esta función mejoraría mucho tu experiencia. Por el momento no tenemos información sobre cambios en la app, pero tomamos nota de tu sugerencia. Si necesitas ayuda con algo más, envíanos un DM. Saludos. ^ES",252,"@696269 ¡Hola, Dani! Esta opción aún no está disponible. Cualquier novedad será anunciada en nuestro sitio oficial y en nuestras redes sociales, para que estes pendiente. Saludos. ^ES",0.7816,auto,[GENERAL_COMPLAINT] rules passed
GS_0138,"@115821 
My kindle touch is defective. I'm wiping the silk to a single page. But it appears on every page. Please send another one",DEVICE_TECH_SUPPORT,DEVICE_TECH_SUPPORT,1.0,I am very sorry to hear your Kindle screen is showing persistent marks. I understand how frustrating this is when you are trying to read. Please send us a DM with your device serial number so we can look into the available troubleshooting and support options for you. ^AM,271,"@257955 Apologies for the unpleasant experience. Kindly reach our support team here: https://t.co/tc3VJIYzxn, we'll assist. ^GS",0.7944,auto,[DEVICE_TECH_SUPPORT] rules passed
GS_0139,"@115830 so fed up of your drivers leaving my orders with random people in my street, and ignoring delivery instructions.",DELIVERY_DAMAGE,DELIVERY_DAMAGE,0.95,I am very sorry to hear that your delivery instructions were ignored and your package was left with the wrong person. This is certainly not the experience we want for you. Please send us a DM with your order details so we can investigate this with our delivery team. ^AM,270,"@667760 I'm terribly sorry for the inconvenience, Rajiv! Please get in touch with us via phone or chat so we can get this sorted: https://t.co/JzP7hlA23B ^CS",0.7705,auto,[DELIVERY_DAMAGE] rules passed
GS_0140,"@AmazonHelp Usually you guys are amazing with Prime delivery, but this doesn't make me confident about next time... was expecting this today as it's a gift. A little disappointed. :( https://t.co/3Evf4Aut7a",GENERAL_COMPLAINT,ORDER_STATUS,0.95,I am so sorry to hear your gift didn't arrive as expected; I understand how disappointing that is. We want to look into this for you right away. Please send us a DM with your order number so we can check the status and assist you further. ^AM,242,"@241589 I'm so sorry for the wait! Although rare, delays can sometimes occur due to unforeseen circumstances. Please keep us posted if this order hasn't arrived on December 5 by 8PM. ^LR",0.8112,auto,[ORDER_STATUS] rules passed
GS_0141,@AmazonHelp I called the helpline 1800 3000 9009 it is not getting connected,GENERAL_COMPLAINT,GENERAL_COMPLAINT,0.9,I am very sorry to hear you are having trouble reaching our support team by phone. We want to get this resolved for you as quickly as possible. Please send us a DM with your account details so we can look into this and assist you further. ^AK,242,@413930 Thank you for keeping us posted. We are glad to hear that. ^VH,0.7864,escalate,[rule:repeat_contact] Prior support contact failed or is explicitly referenced — hand off to human.
GS_0142,@115850 I ordered an Amazon echo dot ...so how can I avail my prime membership account??,PRIME_SUBSCRIPTION,PRIME_SUBSCRIPTION,0.95,I understand you're looking to access the Prime membership bundled with your Echo Dot purchase. I'd like to look into this for you. Please send us a DM with your order details so we can investigate the status of your subscription. ^AM,234,"@201848 I'm glad to hear that. Once the device is shipped, you'll receive both the memberships. Appreciate your patience. ^VN",0.8132,auto,[PRIME_SUBSCRIPTION] rules passed
GS_0143,@AmazonHelp Apparently that offer ended December 2016 🤔😐 Are there any other discount codes available?,GENERAL_COMPLAINT,GENERAL_COMPLAINT,0.85,"I’m sorry for the frustration regarding that expired offer. While I cannot provide specific discount codes here, I would be happy to look into your account to see if there are any current promotions available for you. Please send us a DM to get started. ^AM",257,@382870 Apologies for any confusion. The price you currently see is the best we can offer. More info here: https://t.co/fQqgXYsH4K^RB,0.7465,auto,[GENERAL_COMPLAINT] rules passed
GS_0144,"@115830 You REALLY need to tell your delivery drivers to STOP delivering parcels into customer's recycle bins. Even more so when they knock on the door, and within 10 SECONDS they put it into the recycle bin. I know people who have lost parcels in this way - please STOP this!!!",GENERAL_COMPLAINT,DELIVERY_DAMAGE,0.85,I am very sorry to hear about this frustrating delivery experience. We certainly expect our drivers to handle packages with care and respect your property. Please send us a DM with your order number so we can investigate this with our delivery team immediately. ^AM,265,"@667760 I'm terribly sorry for the inconvenience, Rajiv! Please get in touch with us via phone or chat so we can get this sorted: https://t.co/JzP7hlA23B ^CS",0.7901,auto,[DELIVERY_DAMAGE] rules passed
GS_0145,"@AmazonHelp Hi, he's i reboot and she works fine for an few hours. I'll Dona reset tonight, see if that works. Have read the help pages.   Not much there on this specific problem. I have three dots, they have been working fine for yonks",DEVICE_TECH_SUPPORT,DEVICE_TECH_SUPPORT,1.0,I’m sorry to hear your Echo devices are acting up after working well for so long. It’s frustrating when a reboot is only a temporary fix. Please send us a DM with your account details so we can look into this further and assist with more advanced troubleshooting. ^AM,267,@505545 We definitely want to help get to the bottom of this! Please reach out via chat or phone here:  https://t.co/hApLpMlfHN ^DG,0.7778,auto,[DEVICE_TECH_SUPPORT] rules passed
GS_0146,@AmazonHelp that's real nice and all but my book is still damaged 🙃,DELIVERY_DAMAGE,DELIVERY_DAMAGE,1.0,I am very sorry to hear your book arrived damaged; I understand how disappointing that is. We would like to look into this and help make it right. Please send us a DM with your order number so we can investigate the issue further. ^AM,234,@266715 I'm sorry about the book. Was it shipped by Amazon or a third party seller? You can check here: https://t.co/Y5jpI9gRhE ^DG,0.7849,auto,[DELIVERY_DAMAGE] rules passed
GS_0147,@AmazonHelp Yes . And i resived amazon alert . That my acc is broken but it was me!!,ACCOUNT_ACCESS,ACCOUNT_ACCESS,0.95,I’m sorry for the frustration caused by your account being locked. We want to help you regain access. Please send us a DM with the email address associated with your account so we can look into this further and assist you with the next steps. ^AM,246,@333147 I'm sorry to hear about the account issues! Have you tried changing your password to see if that allows you to log in? ^KJ,0.7568,auto,[ACCOUNT_ACCESS] rules passed
GS_0148,@AmazonHelp @13150 What a mockery on one hand I had been told that the hand set is undeliverable  as it got damaged on the other you send your person2 recollet https://t.co/aj6tq0YDjE,RETURN_REFUND,RETURN_REFUND,0.95,I am very sorry for the confusion and frustration caused by these conflicting instructions regarding your return. I would like to look into this for you immediately. Please send us a DM with your order details so we can investigate what is happening. ^AM,254,@281284 I'm sorry that you had an unpleasant experience with your order regarding delivery and return.  Kindly share your details here : https://t.co/beaaDm0muc  and we'll contact you soon. ^VH,0.7707,auto,[RETURN_REFUND] rules passed
GS_0149,"And once again Amazon Logistics screwed up a delivery! Right apartment number, wrong address. Good grief!",DELIVERY_DAMAGE,DELIVERY_DAMAGE,1.0,I am very sorry to hear that your package was delivered to the wrong address. I understand how frustrating this is. Please send us a DM with your order number so we can investigate this with our logistics team and make things right. ^AM,236,"@221891 I'd like a member of our Amazon Logistics team to look into this with you further. When you have a moment, please add additional information here: https://t.co/e8xn90CtVv Thank you! ^ML",0.7565,auto,[DELIVERY_DAMAGE] rules passed
GS_0150,@AmazonHelp @146956 @115858 @1560 @131027 @2517 first @115821 send me a damaged product now ignoring my issue check out my invoice and product which i get.. https://t.co/DtpUlv1wGG,DELIVERY_DAMAGE,DELIVERY_DAMAGE,1.0,"I am very sorry to hear that your item arrived damaged. I understand how frustrating this is, especially when you were expecting a brand-new product. Please send us a DM with your order number so we can look into this and assist you with a resolution. ^AM",255,"@795706 I'm sorry the phone wasn't in new condition. When you say supplier, do you mean it was sold by a marketplace seller? Do you see the option to contact them from Your Orders: https://t.co/ijxJ9jCwr9 ^AF",0.7745,escalate,[rule:repeat_contact] Prior support contact failed or is explicitly referenced — hand off to human.
GS_0151,"Waiting for my @115830 delivery.  I hope he doesn't deliver it to the wrong address.  If he/she is unsure, I'd rather they call my mobile (which is on your system).",ORDER_STATUS,ORDER_STATUS,0.95,I understand your concern about ensuring your package reaches you safely. We want to make sure your delivery goes smoothly. Please send us a DM with your order number so we can look into this and add a note for the driver regarding your contact preferences. ^AS,261,"@708822 I can understand your concern, Joe! Are these orders late? You can check the delivery date here: https://t.co/xgVfP8bgI8 ^BE",0.7993,auto,[ORDER_STATUS] rules passed
GS_0152,Hello @AmazonHelp Don't send a special edition game like this in just a cardboard sleeve. It clearly got crushed b/c bad packaging. https://t.co/zoEmj23Hh5,DELIVERY_DAMAGE,DELIVERY_DAMAGE,1.0,"I am very sorry to hear your special edition game arrived in poor condition. I understand how disappointing that is, especially for a collectible item. Please send us a DM with your order details so we can look into this and discuss the available options for you. ^AM",267,@271122 Thanks for letting us know! Were always looking for ways to improve. Please help us out by sending your packaging feedback here: https://t.co/93FcFPBBce ^MO,0.7772,auto,[DELIVERY_DAMAGE] rules passed
GS_0153,I buy everything through @115830 Had to return 1 item now i want to return another but my printer is broken.......no one is helping.,RETURN_REFUND,RETURN_REFUND,0.95,I am very sorry to hear about the trouble you're having with your return and the frustration caused by your printer issues. We would like to look into this for you. Please send us a DM so we can assist you with the next steps for your return. ^AM,246,@285580 I’m sorry about that. I’d like to assist you. Please fill this form: https://t.co/beaaDm0muc and we’ll contact you soon. ^NK,0.7792,escalate,[rule:repeat_contact] Prior support contact failed or is explicitly referenced — hand off to human.
GS_0154,@AmazonHelp I have but I do not believe them when they say the bag was damaged on delivery to me. They package was well wrapped and this is the mark https://t.co/YtXPrH4KBv,DELIVERY_DAMAGE,DELIVERY_DAMAGE,0.95,"I am very sorry to hear that your item arrived in this condition, especially when the packaging appeared intact. We would like to look into this for you. Please send us a DM with your order number so we can investigate this further. ^AM",236,@266715 I'm sorry about the book. Was it shipped by Amazon or a third party seller? You can check here: https://t.co/Y5jpI9gRhE ^DG,0.7373,auto,[DELIVERY_DAMAGE] rules passed
GS_0155,@AmazonHelp I’ve been trying for TWO WEEKS to get this scumbag to engage with me &amp; sort out a prepaid returns label! They’ll only offer £2.50 to return item UNTRACKED 2 the Netherlands not doing it! Tracked is min £6.52! Items are faulty! Arrived broken!,RETURN_REFUND,RETURN_REFUND,1.0,I am very sorry to hear about the frustration you've experienced with this return and the condition of your item. We want to look into this for you right away. Please send us a DM with your order details so we can investigate this further and assist you. ^AM,258,@203021 My team would like to help with this. Please click the link and fill out the secure form: https://t.co/pKRz8HJTcS ^EM,0.7792,escalate,[rule:repeat_contact] Prior support contact failed or is explicitly referenced — hand off to human.
GS_0156,@AmazonHelp Should I open the parcel and inspect the item first? Maybe only the parcel is damaged?,DELIVERY_DAMAGE,DELIVERY_DAMAGE,0.95,"I am very sorry to hear your parcel arrived in this condition. It is completely understandable to be concerned about the item inside. Please carefully inspect the contents, and if anything is damaged, send us a DM so we can look into this for you right away. ^AM",262,"@339787 Hi, I'm sorry to hear about this. Have you had any updates on your tracking about the reason behind the delay? ^PJ",0.7402,auto,[DELIVERY_DAMAGE] rules passed
GS_0157,"@AmazonHelp @115821 @115787 @15913 Okay so the console itself seems to be fine. However, the damaged box. Any chance of a replacement? Just the Scorpio Edition Box only? I would even happily return the damaged one. If Not, then what?",RETURN_REFUND,RETURN_REFUND,0.95,"I am very sorry to hear your Scorpio Edition box arrived damaged; I understand how disappointing that is for a collector's item. While we cannot send replacement packaging separately, please send us a DM so we can look into your return and resolution options. ^SK",263,@206726 I'm sorry your item was damaged! You can view available replacement/return options here: https://t.co/aaDyEz1VgE ^LB,0.7947,auto,[RETURN_REFUND] rules passed
GS_0158,@AmazonHelp refund is initiated 4 damaged cycle. Moreover requested 2 donate the cycle coz its nonreturnable insted of takin it back. That's AMAZING.,RETURN_REFUND,RETURN_REFUND,1.0,"I am so sorry for the trouble you experienced with your cycle. I’m glad we could make this right for you by allowing you to donate it. Thank you for your patience and for being a valued customer. If you need further assistance, please send us a DM. ^AM",252,"@336911 You're welcome, I will take it as a feedback and forward it to the concerned team internally. ^GU",0.7604,auto,[RETURN_REFUND] rules passed
GS_0159,"My hot sauce from @115821 wasn’t broken this time, but it was the wrong sauce. Gonna have to start ordering from @12159",RETURN_REFUND,RETURN_REFUND,1.0,"I am very sorry to hear you received the wrong hot sauce. That is certainly frustrating, and I would like to help get this corrected for you. Please send us a DM with your order details so we can look into this and assist you with a return or refund. ^AM",254,"@795364 Thanks for reaching out to us over Twitter, Joe! We'd love to look into this for you, but we can't access your account via social media. When you have a chance, please reach out to us via phone or chat so we can discuss available options: https://t.co/hApLpMlfHN ^AR",0.7732,auto,[RETURN_REFUND] rules passed
GS_0160,@AmazonHelp No. I don't want generic customer service. The @115817 system is broken. My daughter had nothing to open from us on our birthday. Heartbreaking,GENERAL_COMPLAINT,GENERAL_COMPLAINT,0.9,I am truly sorry to hear about your daughter’s birthday; I can only imagine how heartbreaking that was for both of you. We want to look into what went wrong with your order immediately. Please send us a DM so we can investigate this for you. ^KM,245,"@204747 I'm sorry we've let you down, JC. Did you receive any notification regarding a delay? Please check here: https://t.co/xylZRLlaiY ^FD",0.7972,escalate,[rule:human_ask] Customer explicitly asked for a human agent.
GS_0161,"@115830 waited in all day for this to be delivered and it arrived damaged , not a happy @215630 fan https://t.co/pWyC8KH5zM",DELIVERY_DAMAGE,DELIVERY_DAMAGE,1.0,I am so sorry to hear your order arrived damaged after you waited all day for it. That is certainly not the experience we want for you. Please send us a DM with your order number so we can look into this and help you find a resolution right away. ^AM,250,"@667760 I'm terribly sorry for the inconvenience, Rajiv! Please get in touch with us via phone or chat so we can get this sorted: https://t.co/JzP7hlA23B ^CS",0.7728,auto,[DELIVERY_DAMAGE] rules passed
GS_0162,"Hey @115821, you’re shipping my order to the wrong address. Not sure if someone will be there when you try to deliver (again). How do we fix this?",DELIVERY_DAMAGE,DELIVERY_DAMAGE,0.95,I am very sorry to hear about the trouble with your delivery address and the concern regarding your package. We want to get this corrected for you right away. Please send us a DM with your order number so we can look into this and assist you further. ^AM,254,@379657 I'm sorry for the trouble this may have caused; we'd like to help in any way we can! Who was the carrier listed for this order: https://t.co/Y5jpI9gRhE? ^WM,0.7472,auto,[DELIVERY_DAMAGE] rules passed
GS_0163,"@AmazonHelp Just got an e-mail saying you haven’t received back an item that arrived damaged, leaking, and was told I didn’t have to return.",RETURN_REFUND,RETURN_REFUND,0.95,I am very sorry for the confusion regarding your damaged item and the follow-up email. I understand how frustrating it is to receive conflicting information. Please send us a DM with your order details so we can investigate this and clear it up for you right away. ^AM,268,@220927 I am sorry to hear this Jon. Have you been updated as to why the items are being returned please? You can check the tracking here: https://t.co/aaDyEz1VgE.^GA,0.7693,auto,[RETURN_REFUND] rules passed
GS_0164,"Ordered a paintbrush on @115821 ,it arrived broken &amp; in inappropriate shipping packaging. Can't get a refund,&amp; they blocked my 1 star review",RETURN_REFUND,DELIVERY_DAMAGE,0.95,I am very sorry to hear your paintbrush arrived damaged and that you've had trouble with the return process. We want to look into this for you right away. Please send us a DM with your order details so we can investigate this further and assist you. ^AM,253,"@667760 I'm terribly sorry for the inconvenience, Rajiv! Please get in touch with us via phone or chat so we can get this sorted: https://t.co/JzP7hlA23B ^CS",0.7468,escalate,[rule:repeat_contact] Prior support contact failed or is explicitly referenced — hand off to human.
GS_0165,"@115821 can’t believe you shipped Nest Cams in their original box, slapped on a sticker. The box is very damaged. Hope the cams aren’t. https://t.co/tQlkUUoxzj",DELIVERY_DAMAGE,DELIVERY_DAMAGE,1.0,I am very sorry to hear your Nest Cams arrived in a damaged box. I understand how frustrating it is to receive an item in that condition. Please send us a DM with your order details so we can look into this and assist you further. ^AM,234,"@667760 I'm terribly sorry for the inconvenience, Rajiv! Please get in touch with us via phone or chat so we can get this sorted: https://t.co/JzP7hlA23B ^CS",0.7735,auto,[DELIVERY_DAMAGE] rules passed
GS_0166,@AmazonHelp Thank you. Do you still want an item returned if it’s broken glass?,RETURN_REFUND,RETURN_REFUND,1.0,I am very sorry to hear your item arrived broken. Please do not attempt to handle broken glass. We would like to look into this for you right away. Please send us a DM with your order details so we can assist you further. ^AM,225,"@317275 If it allows you to return it, no problem. ^PK",0.7532,auto,[RETURN_REFUND] rules passed
