groundedness,helpfulness,empathy,safety,brevity,total,strengths,weaknesses,message_id,text,true_intent,agent_reply
5,5,5,5,3,23,"The agent provides a clear, empathetic, and actionable path forward for the customer.",The response is slightly wordy and could have been more concise to better fit the Twitter format.,GS_0127,"@AmazonHelp No, the delivery date hasn’t been updated yet. Will check again tomorrow morning.",ORDER_STATUS,"I’m sorry for the uncertainty regarding your delivery date. I understand how frustrating it is to wait for an update. Please keep an eye on the tracking, and if you don't see a change by tomorrow, send us a DM so we can look into this further for you. ^AM"
5,5,5,5,5,25,"The reply is empathetic, professional, and provides a clear, secure path for resolution via direct message.",None identified as the response adheres to standard support protocols and character limits.,GS_0128,"@115830 What’s happening to your delivery service,my last two orders have been left on the doorstep in plain sight and today I received one of your new style missed delivery notifications! https://t.co/D3TCpTj1XX",DELIVERY_DAMAGE,I am very sorry to hear about the issues with your recent deliveries and the frustration this has caused. We would like to look into this for you right away. Please send us a DM with your order details so we can investigate this with our delivery team. ^AM
5,5,5,5,3,23,"The agent provides clear, actionable instructions while maintaining a professional and empathetic tone.",The response is slightly long and could have been more concise by providing a direct link to the help page.,GS_0129,"@115850 hey team 
I want to remove my bank. Account details from my Amazon app account 
Please tell me where do I find that delete option",ACCOUNT_ACCESS,"I understand you'd like to remove your bank details from your account. You can manage your payment methods by going to ""Your Account"" and selecting ""Your Payments."" If you need further assistance with this, please send us a DM so we can look into this for you. ^AS"
5,5,5,5,5,25,"The agent provides a warm, empathetic tone and a clear, secure path to resolution via direct message.",None identified as the response follows standard professional support protocols for social media.,GS_0130,"Bad customer service from @115850 
Filed a claim, been 5 days with no update, and contacting them on it, I was assured a resolution within 24hrs, but instead, the claim was closed. Now their executives are not even able to trace a contact being done yesterday. Bad to worse this",GENERAL_COMPLAINT,I am very sorry to hear about the frustration you've experienced with your claim and the lack of follow-up. This is certainly not the experience we want for you. Please send us a DM with your account details so we can investigate this immediately and assist you further. ^AM
5,5,5,5,5,25,"The agent provides a clear, accurate answer while maintaining a warm, empathetic tone and directing the user to a secure channel for further assistance.",None identified.,GS_0131,"@AmazonHelp Hi! We have a fire stick purchased in Canada, but are moving to the UK. Can we use it in the UK? Will we need a power converter?",DEVICE_TECH_SUPPORT,"Moving can be stressful, and we want to make sure your Fire TV Stick is ready for your new home. While the device will work, you will need a plug adapter for UK outlets. Please send us a DM so we can provide more details on regional settings and account compatibility. ^AB"
5,5,5,5,5,25,"The agent provides a professional, empathetic, and secure path to resolution by moving the conversation to DMs.",None identified as the response follows standard support protocols for sensitive technical inquiries.,GS_0132,"@AmazonHelp Why will my Amazon Echo not say ""Alex is a nerd"" but will say ""Alex is a bitch""?",DEVICE_TECH_SUPPORT,I’m sorry for the frustration caused by your Echo’s response. We want to look into this behavior to understand why it’s occurring. Please send us a DM so we can gather more details and investigate this further with our technical team. ^AB
5,5,5,5,5,25,"The reply is professional, empathetic, and provides a clear, actionable path for the customer to follow.",None identified as the response adheres to all quality standards and platform constraints.,GS_0133,"@AmazonHelp Where is the result of LGQ6Appquiz ????😠",GENERAL_COMPLAINT,"We understand your frustration regarding the delay in the quiz results. We are working to get these updated as soon as possible. Please keep an eye on the FunZone section of our app for the latest announcements. If you need further assistance, please send us a DM. ^AM"
5,5,5,5,5,25,"The agent provides a warm, empathetic acknowledgment of the customer's frustration and offers a clear, secure path to resolution via DM.",None identified; the response follows standard professional support protocols for Twitter.,GS_0134,"How to ruin my day 101: 

Thanks a lot @AmazonHelp. This is the 2nd time in 3 weeks that this has happened. https://t.co/sdrLrpBKss",GENERAL_COMPLAINT,I am very sorry to hear that you’ve had this experience again; I completely understand your frustration. We would like to look into this for you right away. Please send us a DM with your order details so we can investigate what is happening. ^AB
5,5,5,5,5,25,"The agent provides a professional, empathetic response and offers a clear, secure path to resolution via direct message.",None identified as the response follows standard support protocols for social media interactions.,GS_0135,@292655 @120533 J'ai appeler 3 fois j'ai jamais eu personne ils m'ont raccrocher au nez,GENERAL_COMPLAINT,"Bonjour, je suis sincèrement désolé d'apprendre que vous avez rencontré ces difficultés avec notre service client. Ce n'est pas l'expérience que nous souhaitons vous offrir. Pour que nous puissions examiner cela ensemble, merci de nous envoyer un DM. ^AM"
5,5,5,5,5,25,"The agent provides a clear, actionable next step while maintaining a professional and empathetic tone.",None identified as the response follows standard support protocols for Twitter.,GS_0136,@AmazonHelp When I will receive any update from your team. Any tentative day or date.,ORDER_STATUS,I’m sorry for the frustration caused by this delay. I understand you’re looking for a clear update on your order status. Please send us a DM with your order number so we can look into this and provide you with the most accurate information available. ^AM
5,4,5,5,5,24,"The reply is empathetic, concise, and follows standard support protocols by acknowledging the feedback while maintaining professional boundaries.",The response could be slightly more helpful by explicitly directing the user to check official channels for future updates rather than just offering a DM.,GS_0137,"¿Sabéis en @116928 si tenéis previsto añadir soporte a #chromecast en la app de @116618, como que ya habéis hecho con la de @116935? Nos facilitaría mucho ver contenido. Y vosotros tendríais muchas más visualizaciones.",GENERAL_COMPLAINT,"¡Hola! Entendemos perfectamente que contar con esta función mejoraría mucho tu experiencia. Por el momento no tenemos información sobre cambios en la app, pero tomamos nota de tu sugerencia. Si necesitas ayuda con algo más, envíanos un DM. Saludos. ^ES"
5,5,5,5,5,25,"The agent provides a warm, empathetic response while offering a clear, secure, and actionable path to resolution via DM.",None identified as the response follows standard support protocols and fits within Twitter character limits.,GS_0138,"@115821 
My kindle touch is defective. I'm wiping the silk to a single page. But it appears on every page. Please send another one",DEVICE_TECH_SUPPORT,I am very sorry to hear your Kindle screen is showing persistent marks. I understand how frustrating this is when you are trying to read. Please send us a DM with your device serial number so we can look into the available troubleshooting and support options for you. ^AM
5,5,5,5,5,25,"The agent provides a warm, empathetic acknowledgment of the issue and offers a clear, secure path to resolution via DM.","None identified; the response is professional, concise, and adheres to standard support protocols.",GS_0139,"@115830 so fed up of your drivers leaving my orders with random people in my street, and ignoring delivery instructions.",DELIVERY_DAMAGE,I am very sorry to hear that your delivery instructions were ignored and your package was left with the wrong person. This is certainly not the experience we want for you. Please send us a DM with your order details so we can investigate this with our delivery team. ^AM
5,5,5,5,5,25,"The reply is empathetic, professional, and provides a clear, secure path to resolution via direct message.",None identified as the response follows standard customer support protocols for social media.,GS_0140,"@AmazonHelp Usually you guys are amazing with Prime delivery, but this doesn't make me confident about next time... was expecting this today as it's a gift. A little disappointed. :( https://t.co/3Evf4Aut7a",GENERAL_COMPLAINT,I am so sorry to hear your gift didn't arrive as expected; I understand how disappointing that is. We want to look into this for you right away. Please send us a DM with your order number so we can check the status and assist you further. ^AM
5,5,5,5,5,25,"The agent provides a clear, empathetic, and actionable solution while adhering to standard support protocols.","None identified as the response is concise, professional, and follows best practices for social media support.",GS_0141,@AmazonHelp I called the helpline 1800 3000 9009 it is not getting connected,GENERAL_COMPLAINT,I am very sorry to hear you are having trouble reaching our support team by phone. We want to get this resolved for you as quickly as possible. Please send us a DM with your account details so we can look into this and assist you further. ^AK
5,5,5,5,5,25,"The agent provides a clear, professional, and secure path to resolution while maintaining a helpful and empathetic tone.",None identified as the response follows standard support protocols for Twitter interactions.,GS_0142,@115850 I ordered an Amazon echo dot ...so how can I avail my prime membership account??,PRIME_SUBSCRIPTION,I understand you're looking to access the Prime membership bundled with your Echo Dot purchase. I'd like to look into this for you. Please send us a DM with your order details so we can investigate the status of your subscription. ^AM
5,5,5,5,5,25,"The agent provides a clear, empathetic, and actionable path forward by directing the customer to a private channel for personalized assistance.",None identified as the response adheres to professional support standards and platform constraints.,GS_0143,@AmazonHelp Apparently that offer ended December 2016 🤔😐 Are there any other discount codes available?,GENERAL_COMPLAINT,"I’m sorry for the frustration regarding that expired offer. While I cannot provide specific discount codes here, I would be happy to look into your account to see if there are any current promotions available for you. Please send us a DM to get started. ^AM"
5,5,5,5,5,25,"The reply is empathetic, professional, and provides a clear, secure path for resolution via direct message.",None identified; the response adheres to standard support protocols and character limits.,GS_0144,"@115830 You REALLY need to tell your delivery drivers to STOP delivering parcels into customer's recycle bins. Even more so when they knock on the door, and within 10 SECONDS they put it into the recycle bin. I know people who have lost parcels in this way - please STOP this!!!",GENERAL_COMPLAINT,I am very sorry to hear about this frustrating delivery experience. We certainly expect our drivers to handle packages with care and respect your property. Please send us a DM with your order number so we can investigate this with our delivery team immediately. ^AM
5,4,5,2,5,21,"The agent provides a warm, empathetic acknowledgment of the customer's specific issue and offers a clear path to further support.",Requesting account details via DM is a security risk and deviates from standard Amazon support protocols which prefer directing users to official help links.,GS_0145,"@AmazonHelp Hi, he's i reboot and she works fine for an few hours. I'll Dona reset tonight, see if that works. Have read the help pages.   Not much there on this specific problem. I have three dots, they have been working fine for yonks",DEVICE_TECH_SUPPORT,I’m sorry to hear your Echo devices are acting up after working well for so long. It’s frustrating when a reboot is only a temporary fix. Please send us a DM with your account details so we can look into this further and assist with more advanced troubleshooting. ^AM
5,5,5,5,5,25,"The agent provides a warm, empathetic tone and a clear, secure path to resolution via direct message.",None identified as the response follows standard support protocols perfectly.,GS_0146,@AmazonHelp that's real nice and all but my book is still damaged 🙃,DELIVERY_DAMAGE,I am very sorry to hear your book arrived damaged; I understand how disappointing that is. We would like to look into this and help make it right. Please send us a DM with your order number so we can investigate the issue further. ^AM
5,5,5,5,5,25,"The agent provides a clear, secure, and empathetic path to resolution by directing the customer to a private channel.",None identified as the response follows standard security and support protocols.,GS_0147,@AmazonHelp Yes . And i resived amazon alert . That my acc is broken but it was me!!,ACCOUNT_ACCESS,I’m sorry for the frustration caused by your account being locked. We want to help you regain access. Please send us a DM with the email address associated with your account so we can look into this further and assist you with the next steps. ^AM
5,5,5,5,5,25,"The agent provides a clear, empathetic, and professional response that directs the customer to a secure channel for resolution.",None identified as the response follows standard support protocols perfectly.,GS_0148,@AmazonHelp @13150 What a mockery on one hand I had been told that the hand set is undeliverable  as it got damaged on the other you send your person2 recollet https://t.co/aj6tq0YDjE,RETURN_REFUND,I am very sorry for the confusion and frustration caused by these conflicting instructions regarding your return. I would like to look into this for you immediately. Please send us a DM with your order details so we can investigate what is happening. ^AM
5,5,5,5,5,25,"The agent provides a clear, empathetic, and actionable response that follows standard support protocols.","None identified as the response is concise, professional, and adheres to safety guidelines.",GS_0149,"And once again Amazon Logistics screwed up a delivery! Right apartment number, wrong address. Good grief!",DELIVERY_DAMAGE,I am very sorry to hear that your package was delivered to the wrong address. I understand how frustrating this is. Please send us a DM with your order number so we can investigate this with our logistics team and make things right. ^AM
5,5,5,5,5,25,"The agent provides a warm, empathetic acknowledgment of the issue and offers a clear, secure path to resolution via DM.","None identified; the response is professional, concise, and follows standard support protocols.",GS_0150,@AmazonHelp @146956 @115858 @1560 @131027 @2517 first @115821 send me a damaged product now ignoring my issue check out my invoice and product which i get.. https://t.co/DtpUlv1wGG,DELIVERY_DAMAGE,"I am very sorry to hear that your item arrived damaged. I understand how frustrating this is, especially when you were expecting a brand-new product. Please send us a DM with your order number so we can look into this and assist you with a resolution. ^AM"
5,5,5,5,5,25,"The agent provides a clear, empathetic, and actionable path to resolution while maintaining security by moving the conversation to DMs.",None identified.,GS_0151,"Waiting for my @115830 delivery.  I hope he doesn't deliver it to the wrong address.  If he/she is unsure, I'd rather they call my mobile (which is on your system).",ORDER_STATUS,I understand your concern about ensuring your package reaches you safely. We want to make sure your delivery goes smoothly. Please send us a DM with your order number so we can look into this and add a note for the driver regarding your contact preferences. ^AS
5,5,5,5,5,25,"The agent provides a highly empathetic response that acknowledges the specific nature of the item and offers a clear, secure path to resolution.","None; the response is professional, concise, and follows standard support protocols perfectly.",GS_0152,Hello @AmazonHelp Don't send a special edition game like this in just a cardboard sleeve. It clearly got crushed b/c bad packaging. https://t.co/zoEmj23Hh5,DELIVERY_DAMAGE,"I am very sorry to hear your special edition game arrived in poor condition. I understand how disappointing that is, especially for a collectible item. Please send us a DM with your order details so we can look into this and discuss the available options for you. ^AM"
5,4,5,5,5,24,"The agent provides a warm, empathetic response and directs the customer to a secure private channel for resolution.","The response lacks a direct link or immediate self-service option, requiring an extra step of initiating a DM.",GS_0153,I buy everything through @115830 Had to return 1 item now i want to return another but my printer is broken.......no one is helping.,RETURN_REFUND,I am very sorry to hear about the trouble you're having with your return and the frustration caused by your printer issues. We would like to look into this for you. Please send us a DM so we can assist you with the next steps for your return. ^AM
5,5,5,5,5,25,"The agent provides a warm, empathetic acknowledgment of the customer's specific concern and offers a clear, secure path to resolution via DM.","None; the response is professional, concise, and follows standard support protocols.",GS_0154,@AmazonHelp I have but I do not believe them when they say the bag was damaged on delivery to me. They package was well wrapped and this is the mark https://t.co/YtXPrH4KBv,DELIVERY_DAMAGE,"I am very sorry to hear that your item arrived in this condition, especially when the packaging appeared intact. We would like to look into this for you. Please send us a DM with your order number so we can investigate this further. ^AM"
5,4,5,5,5,24,"The reply is highly empathetic and provides a clear, secure path for the customer to resolve their issue via DM.",The reply could be slightly more helpful by explicitly mentioning that the team can assist with return shipping costs for faulty items.,GS_0155,@AmazonHelp I’ve been trying for TWO WEEKS to get this scumbag to engage with me &amp; sort out a prepaid returns label! They’ll only offer £2.50 to return item UNTRACKED 2 the Netherlands not doing it! Tracked is min £6.52! Items are faulty! Arrived broken!,RETURN_REFUND,I am very sorry to hear about the frustration you've experienced with this return and the condition of your item. We want to look into this for you right away. Please send us a DM with your order details so we can investigate this further and assist you. ^AM
5,5,5,5,5,25,"The reply is highly empathetic, provides clear actionable instructions, and adheres to security best practices by moving the conversation to DMs.",None identified.,GS_0156,@AmazonHelp Should I open the parcel and inspect the item first? Maybe only the parcel is damaged?,DELIVERY_DAMAGE,"I am very sorry to hear your parcel arrived in this condition. It is completely understandable to be concerned about the item inside. Please carefully inspect the contents, and if anything is damaged, send us a DM so we can look into this for you right away. ^AM"
5,5,5,5,5,25,"The agent provides a clear, empathetic response that directly addresses the customer's specific request while offering a secure path for resolution.",None identified.,GS_0157,"@AmazonHelp @115821 @115787 @15913 Okay so the console itself seems to be fine. However, the damaged box. Any chance of a replacement? Just the Scorpio Edition Box only? I would even happily return the damaged one. If Not, then what?",RETURN_REFUND,"I am very sorry to hear your Scorpio Edition box arrived damaged; I understand how disappointing that is for a collector's item. While we cannot send replacement packaging separately, please send us a DM so we can look into your return and resolution options. ^SK"
5,4,5,5,5,24,"The agent provides a warm, empathetic response that validates the customer's positive experience with the resolution.",The reply could be slightly more helpful by confirming the donation process or providing a link to relevant policy documentation.,GS_0158,@AmazonHelp refund is initiated 4 damaged cycle. Moreover requested 2 donate the cycle coz its nonreturnable insted of takin it back. That's AMAZING.,RETURN_REFUND,"I am so sorry for the trouble you experienced with your cycle. I’m glad we could make this right for you by allowing you to donate it. Thank you for your patience and for being a valued customer. If you need further assistance, please send us a DM. ^AM"
5,5,5,5,5,25,"The reply is empathetic, professional, and provides a clear, secure path to resolution via direct message.",None identified as the response adheres to standard social media support protocols.,GS_0159,"My hot sauce from @115821 wasn’t broken this time, but it was the wrong sauce. Gonna have to start ordering from @12159",RETURN_REFUND,"I am very sorry to hear you received the wrong hot sauce. That is certainly frustrating, and I would like to help get this corrected for you. Please send us a DM with your order details so we can look into this and assist you with a return or refund. ^AM"
5,5,5,5,5,25,"The agent provides a highly empathetic response that validates the customer's emotional distress while offering a clear, secure path to resolution via DM.","None; the response is professional, concise, and adheres to all safety and policy standards.",GS_0160,@AmazonHelp No. I don't want generic customer service. The @115817 system is broken. My daughter had nothing to open from us on our birthday. Heartbreaking,GENERAL_COMPLAINT,I am truly sorry to hear about your daughter’s birthday; I can only imagine how heartbreaking that was for both of you. We want to look into what went wrong with your order immediately. Please send us a DM so we can investigate this for you. ^KM
5,5,5,5,5,25,"The reply is highly empathetic, concise, and provides a clear, secure path to resolution via direct message.",None identified; the response adheres perfectly to professional customer support standards on social media.,GS_0161,"@115830 waited in all day for this to be delivered and it arrived damaged , not a happy @215630 fan https://t.co/pWyC8KH5zM",DELIVERY_DAMAGE,I am so sorry to hear your order arrived damaged after you waited all day for it. That is certainly not the experience we want for you. Please send us a DM with your order number so we can look into this and help you find a resolution right away. ^AM
5,5,5,5,5,25,"The agent provides a clear, empathetic, and secure path to resolution by directing the customer to a private channel.","None identified; the response is professional, concise, and follows standard support protocols.",GS_0162,"Hey @115821, you’re shipping my order to the wrong address. Not sure if someone will be there when you try to deliver (again). How do we fix this?",DELIVERY_DAMAGE,I am very sorry to hear about the trouble with your delivery address and the concern regarding your package. We want to get this corrected for you right away. Please send us a DM with your order number so we can look into this and assist you further. ^AM
5,5,5,5,5,25,"The agent provides a clear, empathetic, and secure path to resolution by moving the conversation to a private channel.",None identified as the response follows standard support protocols for Twitter interactions.,GS_0163,"@AmazonHelp Just got an e-mail saying you haven’t received back an item that arrived damaged, leaking, and was told I didn’t have to return.",RETURN_REFUND,I am very sorry for the confusion regarding your damaged item and the follow-up email. I understand how frustrating it is to receive conflicting information. Please send us a DM with your order details so we can investigate this and clear it up for you right away. ^AM
5,5,5,5,5,25,"The agent provides a warm, empathetic tone and a clear, secure path to resolution via direct message.","None identified as the response is professional, concise, and follows standard support protocols.",GS_0164,"Ordered a paintbrush on @115821 ,it arrived broken &amp; in inappropriate shipping packaging. Can't get a refund,&amp; they blocked my 1 star review",RETURN_REFUND,I am very sorry to hear your paintbrush arrived damaged and that you've had trouble with the return process. We want to look into this for you right away. Please send us a DM with your order details so we can investigate this further and assist you. ^AM
5,5,5,5,5,25,"The reply is empathetic, concise, and provides a clear, secure path for resolution via direct message.",None identified as the response follows standard social media support protocols effectively.,GS_0165,"@115821 can’t believe you shipped Nest Cams in their original box, slapped on a sticker. The box is very damaged. Hope the cams aren’t. https://t.co/tQlkUUoxzj",DELIVERY_DAMAGE,I am very sorry to hear your Nest Cams arrived in a damaged box. I understand how frustrating it is to receive an item in that condition. Please send us a DM with your order details so we can look into this and assist you further. ^AM
5,5,5,5,5,25,"The agent prioritizes customer safety by advising against handling broken glass while providing a clear, actionable path to resolution.","None identified as the response is professional, safe, and efficient.",GS_0166,@AmazonHelp Thank you. Do you still want an item returned if it’s broken glass?,RETURN_REFUND,I am very sorry to hear your item arrived broken. Please do not attempt to handle broken glass. We would like to look into this for you right away. Please send us a DM with your order details so we can assist you further. ^AM
5,5,5,5,5,25,"The agent provides a warm, empathetic acknowledgment and a clear, secure path to resolution via direct message.",None identified as the response follows standard professional support protocols for Twitter.,GS_0167,"@AmazonHelp Now, I cannot get a straight answer on where the package is, if it’s damaged, or when it will be delivered.",ORDER_STATUS,I am very sorry for the frustration caused by the lack of clear updates on your delivery. I would like to look into this for you to see what is happening with your package. Please send us a DM so we can gather your order details and assist you further. ^AM
5,5,5,5,5,25,"The reply is empathetic, provides a clear actionable next step, and adheres to security best practices by moving the conversation to DMs.",None identified.,GS_0168,@115850 After so many follow up got to know package damaged and returned but still not updated records https://t.co/qYeBnEtfOX,DELIVERY_DAMAGE,I am very sorry to hear about the frustration caused by this damaged delivery and the lack of updates to your records. We would like to look into this for you right away. Please send us a DM with your order number so we can investigate this further. ^AM
5,4,5,5,5,24,"The agent provides a warm, empathetic response that acknowledges the customer's loyalty and frustration while directing them to a secure channel.",The response requires an extra step by asking for a DM rather than providing a direct link to the return portal.,GS_0169,"@115850 dear amazon been your trusted customer since long.this time u had sent me damaged product.please do replace asap.Order Id: 405-0084914-5840338 
Now I had to think twice to order in amazon!! Thank you https://t.co/FdNj9aGsQu",DELIVERY_DAMAGE,"I am very sorry to hear that your order arrived damaged. I understand how disappointing this is, especially as a long-time customer. We would like to look into this for you right away. Please send us a DM with your order ID so we can assist you further. ^AM"
5,5,5,5,5,25,"The agent provides a highly empathetic, professional, and actionable response that directs the customer to a secure channel for resolution.","None identified, as the response effectively balances customer service standards with security protocols.",GS_0170,"@AmazonHelp I don't think I care what u consider personal or impersonal info. I paid for that mobile, it's broken. You cheated me, return my money.",RETURN_REFUND,I am very sorry to hear about the trouble with your mobile device. I understand how frustrating this experience has been for you. Please send us a DM with your order details so we can look into this and assist you further with your refund request. ^AB
5,4,5,5,5,24,"The agent provides a warm, empathetic tone and directs the customer to a secure private channel for resolution.","The reply does not explicitly address the customer's specific request for a phone number, which may cause slight frustration.",GS_0171,"@AmazonHelp 3 terrible delivery experiences in a row from Amazon Logistics. I DO NOT want to use them anymore! I need a phone number to call to speak to someone about this. An individual that can actually help me, not a call center.",GENERAL_COMPLAINT,I am very sorry to hear about these repeated delivery frustrations; this is certainly not the experience we want for you. We would like to look into this further and document your feedback. Please send us a DM so we can assist you privately. ^AM
5,5,5,5,5,25,"The agent provides a warm, empathetic apology and a clear, secure path to resolution via direct message.","None identified; the response is professional, concise, and follows standard support protocols.",GS_0172,@115821  very disappointed- I was disconnected with no solution https://t.co/ZtFZmuP5Bu,GENERAL_COMPLAINT,I am very sorry to hear that you were disconnected and left without a solution. That is certainly not the experience we want for you. Please send us a DM so we can look into what happened and assist you further. ^AM
5,4,5,5,5,24,The agent provides a clear explanation of policy while offering a professional path forward via DM.,The response could be slightly improved by acknowledging the specific carrier mentioned to show better active listening.,GS_0173,@AmazonHelp @116090 Is there any way I can have a note placed on file so that Amazon never ships my orders via Intelcom? They're awful!!!,GENERAL_COMPLAINT,"I am very sorry to hear about your negative experience with your recent deliveries. While we cannot manually select specific carriers for individual orders, I would like to document your feedback. Please send us a DM so we can look into this further for you. ^AM"
5,5,5,5,5,25,"The reply is highly empathetic, professional, and provides a clear, secure path for resolution via direct message.",None identified; the response adheres to best practices for social media customer support.,GS_0174,@115850 The worst service ever experienced. 21 days of order but not yet delivered. Tried getting refund but no confirmation of that too. Tired of calling and chatting. #foolingCustomers.,RETURN_REFUND,I am very sorry for the frustration caused by this delay and the lack of updates regarding your refund. This is certainly not the experience we want for you. Please send us a DM with your order details so we can investigate this immediately and assist you further. ^ST
5,5,5,5,5,25,"The agent provides a warm, empathetic apology and a clear, secure path to resolution via direct message.","None identified as the response is professional, concise, and follows standard support protocols.",GS_0175,"Hey @115830 your ""Amazon logistics"" is terrible. 8am till 9pm delivery and then delivered to the wrong address and signed for a wrong name",DELIVERY_DAMAGE,I am very sorry to hear about the trouble with your delivery and that it was left at the wrong address. This is certainly not the experience we want for you. Please send us a DM with your order number so we can investigate this with our logistics team immediately. ^AM
5,5,5,5,5,25,"The reply is professional, empathetic, and provides a clear, secure path for resolution via DM.",None identified as the response follows standard social media support protocols perfectly.,GS_0176,I’ve been ordering off @115821 for as long as I can remember &amp; this is the first time I’ve ever been disappointed w/ the customer service,GENERAL_COMPLAINT,"I am very sorry to hear that your recent experience has been disappointing, especially given your long history with us. We would like to look into this for you. Please send us a DM so we can gather more details and assist you further. ^AM"
5,5,5,4,5,24,"The agent provides a professional, empathetic, and actionable response that directs the customer to a secure channel for resolution.","Requesting order details via DM is standard, but the agent could have been slightly more cautious by explicitly advising the customer not to share sensitive PII.",GS_0177,When u should have preordered your Xbox one x from @2116 because @115830 stuffed up 🙈,GENERAL_COMPLAINT,I am very sorry to hear about the frustration regarding your pre-order experience. We would like to look into this for you to see how we can help. Please send us a DM with your order details so we can investigate this further. ^AM
5,5,5,5,5,25,"The agent provides a warm, empathetic acknowledgment and a clear, secure path to resolution via direct message.",None identified as the response follows standard professional support protocols for social media.,GS_0178,@115821 Almost half the time I order things they arrive late and/or damaged. Please fix quality control so I can keep #prime. Frustrated.,GENERAL_COMPLAINT,I am very sorry to hear about the recurring issues with your deliveries and the condition of your items. We want to make this right. Please send us a DM so we can look into your recent orders and address these concerns with you directly. ^AM
5,5,5,5,5,25,"The agent provides a highly empathetic response that validates the customer's frustration while offering a clear, secure path for escalation via DM.","None identified as the response is professional, concise, and follows standard support protocols.",GS_0179,"@AmazonHelp One more apology mail without any valid RCA.. what do i do now :( 
@115851 @AmazonHelp @115821 highly disappointed #fakeamazon https://t.co/oqO1lnQ1K6",GENERAL_COMPLAINT,I am truly sorry for the frustration caused by the lack of a clear resolution. I understand how disappointing it is to receive repeated apologies without answers. Please send us a DM with your order details so we can escalate this and look into it further for you. ^SK
5,4,5,5,5,24,"The agent provides a warm, empathetic tone and directs the customer to a secure channel for account-specific resolution.","The reply lacks an immediate self-service link, requiring the customer to initiate a DM to begin the resolution process.",GS_0180,"@115821  Your service is an epic fail, allowing vendors to harass  customers, delayed returns, and now the wrong amt refunded. Horrible!!!!",RETURN_REFUND,I am very sorry to hear about the frustration you've experienced with your return and the refund amount. We would like to look into this and help resolve the issue for you. Please send us a DM so we can review your account details securely. ^AM
5,5,5,5,5,25,"The agent provides a warm, empathetic apology and a clear, secure path to resolution via direct message.",None identified as the response follows standard professional support protocols for social media.,GS_0181,"@AmazonHelp @115850 Worst service in Return and Replacement. You are not picking my return neither dispatching my replacement order. Please dispatch my replacement order, and you pick whenever you want. Replacement requested on: Oct 15, 2017. HELP.",RETURN_REFUND,I am very sorry for the frustration caused by this delay with your replacement and return pickup. This is certainly not the experience we want for you. Please send us a DM with your order details so we can investigate the status and assist you further. ^AM
5,5,5,5,5,25,"The agent provides a highly empathetic, professional, and actionable response that adheres to standard support protocols.","None identified; the response is concise, polite, and effectively directs the customer to a secure channel.",GS_0182,@115850 I hope that does work. Because Im fed up with the procedures going on for a week. It's is damn irritating. Didn't expect from Amazon,GENERAL_COMPLAINT,I am truly sorry for the frustration this week-long delay has caused you; this is certainly not the experience we want for our customers. Please send us a DM with your order details so we can look into this and get it resolved for you. ^AM
5,5,5,5,5,25,"The reply is professional, empathetic, and provides a clear, secure path for resolution via DM.",None identified as the response adheres to all standard support protocols.,GS_0183,"@115850 @AmazonHelp feel cheated, horrible service. CC called abdul behaved rude and unprofesional @1560  @131027",GENERAL_COMPLAINT,I am very sorry to hear about your experience with our customer service team. We take reports of unprofessional behavior very seriously and would like to look into this for you. Please send us a DM so we can gather more details and address this appropriately. ^AM
5,5,5,5,5,25,"The agent provides a clear, empathetic, and secure path to resolution by directing the customer to a private channel.",None identified as the response follows standard support protocols perfectly.,GS_0184,@115850 I ordered earphones (no. - 408-1899080-9287553 ) . Delivery Never even came to me.  Really disappointed with the service . https://t.co/YHJgYR5tga,ORDER_STATUS,I am very sorry to hear that your earphones have not arrived as expected. I understand how frustrating this delay is. Please send us a DM with your order number so we can look into the status of your delivery and assist you further. ^AM
5,5,5,5,5,25,"The agent provides a highly empathetic response that acknowledges the specific inconvenience of the customer's lost time and offers a clear, secure path to resolution.","None identified; the response is professional, concise, and follows standard support protocols.",GS_0185,"@AmazonHelp I had taken a paid day off today to receive the delivery which never arrived and now you need me to take another day off, and have the cheek to charge me for the delays you've caused. To say I'm frustrated is an understatement!",ORDER_STATUS,"I am truly sorry for the frustration and the inconvenience caused by this delay, especially after you took time off to receive your order. We would like to look into this for you. Please send us a DM with your order number so we can investigate this further. ^AM"
5,5,5,5,5,25,"The reply is highly empathetic, professional, and provides a clear, secure path for resolution via direct message.",None identified as the response adheres to standard support protocols and character limits.,GS_0186,"@115850 Got my order of Sony zx110a. The product has defective ear pads. Disappointed. When asked for a replacement,",RETURN_REFUND,I am very sorry to hear that your Sony headphones arrived with defective ear pads. I understand how disappointing this is. Please send us a DM with your order details so we can look into the available replacement or refund options for you. ^AS
5,5,5,5,5,25,"The agent provides a professional, empathetic, and secure path to resolution by moving the conversation to a private channel.",None identified as the response follows standard customer support protocols for social media.,GS_0187,@115850 worst ever experience I m facing with @115850 do the needful,GENERAL_COMPLAINT,I am very sorry to hear about your recent experience. We would like to look into this and assist you further. Please send us a DM with the details of your concern so we can investigate what went wrong and help resolve this for you. ^AM
